,jurisdicción,región,año,mes,focosCalor,hectareas
1677,Santa Cruz,Pampeana,2022,10,19,0
1678,Santa Cruz,Pampeana,2022,11,54,0
1679,Santa Cruz,Pampeana,2022,12,98,0
1680,Santa Fe,,2022,1,6052,0
1681,Santa Fe,,2022,2,4078,0
1682,Santa Fe,,2022,3,690,0
1683,Santa Fe,,2022,4,632,0
1684,Santa Fe,,2022,5,883,0
1685,Santa Fe,,2022,6,1588,0
1686,Santa Fe,,2022,7,2975,0
1687,Santa Fe,,2022,8,6181,0
1688,Santa Fe,,2022,9,7132,0
1689,Santa Fe,,2022,10,3324,0
1690,Santa Fe,,2022,11,2857,0
1691,Santa Fe,,2022,12,1772,0
1692,Santiago del Estero,,2022,1,847,0
1693,Santiago del Estero,,2022,2,339,0
1694,Santiago del Estero,,2022,3,167,0
1695,Santiago del Estero,,2022,4,273,0
1696,Santiago del Estero,,2022,5,503,0
1697,Santiago del Estero,,2022,6,649,0
1698,Santiago del Estero,,2022,7,1537,0
1699,Santiago del Estero,,2022,8,4136,0
1700,Santiago del Estero,,2022,9,4477,0
1701,Santiago del Estero,,2022,10,3689,0
1702,Santiago del Estero,,2022,11,2151,0
1703,Santiago del Estero,,2022,12,813,0
1704,Tierra del Fuego,,2022,1,2,0
1705,Tierra del Fuego,,2022,2,5,0
1706,Tierra del Fuego,,2022,3,0,0
1707,Tierra del Fuego,,2022,4,6,0
1708,Tierra del Fuego,,2022,5,4,0
1709,Tierra del Fuego,,2022,6,1,0
1710,Tierra del Fuego,,2022,7,7,0
1711,Tierra del Fuego,,2022,8,1,0
1712,Tierra del Fuego,,2022,9,4,0
1713,Tierra del Fuego,,2022,10,0,0
1714,Tierra del Fuego,,2022,11,2,0
1715,Tierra del Fuego,,2022,12,1436,0
1716,Tucumán,NOA,2022,1,39,0
1717,Tucumán,NOA,2022,2,21,0
1718,Tucumán,NOA,2022,3,17,0
1719,Tucumán,NOA,2022,4,32,0
1720,Tucumán,NOA,2022,5,71,0
1721,Tucumán,NOA,2022,6,302,0
1722,Tucumán,NOA,2022,7,764,0
1723,Tucumán,NOA,2022,8,1815,0
1724,Tucumán,NOA,2022,9,1364,0
1725,Tucumán,NOA,2022,10,524,0
1726,Tucumán,NOA,2022,11,551,0
1727,Tucumán,NOA,2022,12,105,0
1728,Buenos Aires,Pampeana,2023,1,1779,0
1729,Buenos Aires,Pampeana,2023,2,1327,0
1730,Buenos Aires,Pampeana,2023,3,1186,0
1731,Buenos Aires,Pampeana,2023,4,720,0
1732,Buenos Aires,Pampeana,2023,5,614,0
1733,Buenos Aires,Pampeana,2023,6,528,0
1734,Buenos Aires,Pampeana,2023,7,421,0
1735,Buenos Aires,Pampeana,2023,8,1250,0
1736,Buenos Aires,Pampeana,2023,9,755,0
1737,Buenos Aires,Pampeana,2023,10,962,0
1738,Buenos Aires,Pampeana,2023,11,668,0
1739,Buenos Aires,Pampeana,2023,12,360,0
1740,Catamarca,NOA,2023,1,51,0
1741,Catamarca,NOA,2023,2,46,0
1742,Catamarca,NOA,2023,3,12,0
1743,Catamarca,NOA,2023,4,23,0
1744,Catamarca,NOA,2023,5,23,0
1745,Catamarca,NOA,2023,6,44,0
1746,Catamarca,NOA,2023,7,37,0
1747,Catamarca,NOA,2023,8,101,0
1748,Catamarca,NOA,2023,9,59,0
1749,Catamarca,NOA,2023,10,236,0
1750,Catamarca,NOA,2023,11,94,0
1751,Catamarca,NOA,2023,12,78,0
1752,Chaco,Norte,2023,1,1187,0
1753,Chaco,Norte,2023,2,700,0
1754,Chaco,Norte,2023,3,680,0
1755,Chaco,Norte,2023,4,362,0
1756,Chaco,Norte,2023,5,379,0
1757,Chaco,Norte,2023,6,513,0
1758,Chaco,Norte,2023,7,1330,0
1759,Chaco,Norte,2023,8,4497,0
1760,Chaco,Norte,2023,9,2608,0
1761,Chaco,Norte,2023,10,2444,0
1762,Chaco,Norte,2023,11,831,0
1763,Chaco,Norte,2023,12,312,0
1764,Chubut,Pampeana,2023,1,51,0
1765,Chubut,Pampeana,2023,2,469,0
1766,Chubut,Pampeana,2023,3,15,0
1767,Chubut,Pampeana,2023,4,5,0
1768,Chubut,Pampeana,2023,5,8,0
1769,Chubut,Pampeana,2023,6,1,0
1770,Chubut,Pampeana,2023,7,5,0
1771,Chubut,Pampeana,2023,8,25,0
1772,Chubut,Pampeana,2023,9,12,0
1773,Chubut,Pampeana,2023,10,31,0
1774,Chubut,Pampeana,2023,11,7,0
1775,Chubut,Pampeana,2023,12,73,0
1776,CABA,Pampeana,2023,1,4,0
1777,CABA,Pampeana,2023,2,0,0
1778,CABA,Pampeana,2023,3,0,0
1779,CABA,Pampeana,2023,4,0,0
1780,CABA,Pampeana,2023,5,0,0
1781,CABA,Pampeana,2023,6,0,0
1782,CABA,Pampeana,2023,7,0,0
1783,CABA,Pampeana,2023,8,0,0
1784,CABA,Pampeana,2023,9,0,0
1785,CABA,Pampeana,2023,10,0,0
1786,CABA,Pampeana,2023,11,0,0
1787,CABA,Pampeana,2023,12,2,0
1788,Corrientes,NEA,2023,1,3105,0
1789,Corrientes,NEA,2023,2,8471,0
1790,Corrientes,NEA,2023,3,2548,0
1791,Corrientes,NEA,2023,4,1842,0
1792,Corrientes,NEA,2023,5,1356,0
1793,Corrientes,NEA,2023,6,815,0
1794,Corrientes,NEA,2023,7,1300,0
1795,Corrientes,NEA,2023,8,3586,0
1796,Corrientes,NEA,2023,9,435,0
1797,Corrientes,NEA,2023,10,393,0
1798,Corrientes,NEA,2023,11,33,0
1799,Corrientes,NEA,2023,12,44,0
1800,Córdoba,Centro,2023,1,106,0
1801,Córdoba,Centro,2023,2,85,0
1802,Córdoba,Centro,2023,3,79,0
1803,Córdoba,Centro,2023,4,113,0
1804,Córdoba,Centro,2023,5,139,0
1805,Córdoba,Centro,2023,6,64,0
1806,Córdoba,Centro,2023,7,172,0
1807,Córdoba,Centro,2023,8,524,0
1808,Córdoba,Centro,2023,9,299,0
1809,Córdoba,Centro,2023,10,764,0
1810,Córdoba,Centro,2023,11,264,0
1811,Córdoba,Centro,2023,12,46,0
1812,Entre Ríos,NEA,2023,1,2589,0
1813,Entre Ríos,NEA,2023,2,2281,0
1814,Entre Ríos,NEA,2023,3,2676,0
1815,Entre Ríos,NEA,2023,4,352,0
1816,Entre Ríos,NEA,2023,5,450,0
1817,Entre Ríos,NEA,2023,6,246,0
1818,Entre Ríos,NEA,2023,7,186,0
1819,Entre Ríos,NEA,2023,8,877,0
1820,Entre Ríos,NEA,2023,9,558,0
1821,Entre Ríos,NEA,2023,10,376,0
1822,Entre Ríos,NEA,2023,11,67,0
1823,Entre Ríos,NEA,2023,12,73,0
1824,Formosa,Norte,2023,1,2004,0
1825,Formosa,Norte,2023,2,817,0
1826,Formosa,Norte,2023,3,356,0
1827,Formosa,Norte,2023,4,253,0
1828,Formosa,Norte,2023,5,131,0
1829,Formosa,Norte,2023,6,189,0
1830,Formosa,Norte,2023,7,918,0
1831,Formosa,Norte,2023,8,5028,0
1832,Formosa,Norte,2023,9,9169,0
1833,Formosa,Norte,2023,10,5335,0
1834,Formosa,Norte,2023,11,3242,0
1835,Formosa,Norte,2023,12,306,0
1836,Jujuy,NOA,2023,1,46,0
1837,Jujuy,NOA,2023,2,20,0
1838,Jujuy,NOA,2023,3,22,0
1839,Jujuy,NOA,2023,4,34,0
1840,Jujuy,NOA,2023,5,12,0
1841,Jujuy,NOA,2023,6,76,0
1842,Jujuy,NOA,2023,7,122,0
1843,Jujuy,NOA,2023,8,121,0
1844,Jujuy,NOA,2023,9,196,0
1845,Jujuy,NOA,2023,10,78,0
1846,Jujuy,NOA,2023,11,111,0
1847,Jujuy,NOA,2023,12,79,0
1848,La Pampa,Pampeana,2023,1,417,0
1849,La Pampa,Pampeana,2023,2,532,0
1850,La Pampa,Pampeana,2023,3,287,0
1851,La Pampa,Pampeana,2023,4,68,0
1852,La Pampa,Pampeana,2023,5,139,0
1853,La Pampa,Pampeana,2023,6,58,0
1854,La Pampa,Pampeana,2023,7,34,0
1855,La Pampa,Pampeana,2023,8,428,0
1856,La Pampa,Pampeana,2023,9,234,0
1857,La Pampa,Pampeana,2023,10,258,0
1858,La Pampa,Pampeana,2023,11,266,0
1859,La Pampa,Pampeana,2023,12,290,0
1860,La Rioja,Centro,2023,1,112,0
1861,La Rioja,Centro,2023,2,19,0
1862,La Rioja,Centro,2023,3,41,0
1863,La Rioja,Centro,2023,4,36,0
1864,La Rioja,Centro,2023,5,50,0
1865,La Rioja,Centro,2023,6,54,0
1866,La Rioja,Centro,2023,7,67,0
1867,La Rioja,Centro,2023,8,110,0
1868,La Rioja,Centro,2023,9,161,0
1869,La Rioja,Centro,2023,10,97,0
1870,La Rioja,Centro,2023,11,608,0
1871,La Rioja,Centro,2023,12,48,0
1872,Mendoza,Pampeana,2023,1,654,0
1873,Mendoza,Pampeana,2023,2,283,0
1874,Mendoza,Pampeana,2023,3,97,0
1875,Mendoza,Pampeana,2023,4,64,0
1876,Mendoza,Pampeana,2023,5,86,0
1877,Mendoza,Pampeana,2023,6,142,0
1878,Mendoza,Pampeana,2023,7,153,0
1879,Mendoza,Pampeana,2023,8,341,0
1880,Mendoza,Pampeana,2023,9,270,0
1881,Mendoza,Pampeana,2023,10,344,0
1882,Mendoza,Pampeana,2023,11,129,0
1883,Mendoza,Pampeana,2023,12,132,0
1884,Misiones,NEA,2023,1,166,0
1885,Misiones,NEA,2023,2,156,0
1886,Misiones,NEA,2023,3,237,0
1887,Misiones,NEA,2023,4,253,0
1888,Misiones,NEA,2023,5,429,0
1889,Misiones,NEA,2023,6,419,0
1890,Misiones,NEA,2023,7,570,0
1891,Misiones,NEA,2023,8,1227,0
1892,Misiones,NEA,2023,9,230,0
1893,Misiones,NEA,2023,10,68,0
1894,Misiones,NEA,2023,11,59,0
1895,Misiones,NEA,2023,12,60,0
1896,Neuquén,Pampeana,2023,1,537,0
1897,Neuquén,Pampeana,2023,2,531,0
1898,Neuquén,Pampeana,2023,3,465,0
1899,Neuquén,Pampeana,2023,4,299,0
1900,Neuquén,Pampeana,2023,5,406,0
1901,Neuquén,Pampeana,2023,6,225,0
1902,Neuquén,Pampeana,2023,7,222,0
1903,Neuquén,Pampeana,2023,8,323,0
1904,Neuquén,Pampeana,2023,9,303,0
1905,Neuquén,Pampeana,2023,10,450,0
1906,Neuquén,Pampeana,2023,11,465,0
1907,Neuquén,Pampeana,2023,12,708,0
1908,Río Negro,Pampeana,2023,1,655,0
1909,Río Negro,Pampeana,2023,2,177,0
1910,Río Negro,Pampeana,2023,3,450,0
1911,Río Negro,Pampeana,2023,4,198,0
1912,Río Negro,Pampeana,2023,5,167,0
1913,Río Negro,Pampeana,2023,6,117,0
1914,Río Negro,Pampeana,2023,7,59,0
1915,Río Negro,Pampeana,2023,8,336,0
1916,Río Negro,Pampeana,2023,9,166,0
1917,Río Negro,Pampeana,2023,10,199,0
1918,Río Negro,Pampeana,2023,11,103,0
1919,Río Negro,Pampeana,2023,12,242,0
1920,Salta,NOA,2023,1,268,0
1921,Salta,NOA,2023,2,221,0
1922,Salta,NOA,2023,3,70,0
1923,Salta,NOA,2023,4,48,0
1924,Salta,NOA,2023,5,37,0
1925,Salta,NOA,2023,6,64,0
1926,Salta,NOA,2023,7,282,0
1927,Salta,NOA,2023,8,1016,0
1928,Salta,NOA,2023,9,1330,0
1929,Salta,NOA,2023,10,1954,0
1930,Salta,NOA,2023,11,1041,0
1931,Salta,NOA,2023,12,258,0
1932,San Juan,Centro,2023,1,44,0
1933,San Juan,Centro,2023,2,28,0
1934,San Juan,Centro,2023,3,36,0
1935,San Juan,Centro,2023,4,27,0
1936,San Juan,Centro,2023,5,32,0
1937,San Juan,Centro,2023,6,34,0
1938,San Juan,Centro,2023,7,57,0
1939,San Juan,Centro,2023,8,225,0
1940,San Juan,Centro,2023,9,127,0
1941,San Juan,Centro,2023,10,165,0
1942,San Juan,Centro,2023,11,283,0
1943,San Juan,Centro,2023,12,165,0
1944,San Luis,Centro,2023,1,894,0
1945,San Luis,Centro,2023,2,40,0
1946,San Luis,Centro,2023,3,217,0
1947,San Luis,Centro,2023,4,26,0
1948,San Luis,Centro,2023,5,42,0
1949,San Luis,Centro,2023,6,31,0
1950,San Luis,Centro,2023,7,30,0
1951,San Luis,Centro,2023,8,709,0
1952,San Luis,Centro,2023,9,313,0
1953,San Luis,Centro,2023,10,943,0
1954,San Luis,Centro,2023,11,304,0
1955,San Luis,Centro,2023,12,77,0
1956,Santa Cruz,Pampeana,2023,1,20,0
1957,Santa Cruz,Pampeana,2023,2,28,0
1958,Santa Cruz,Pampeana,2023,3,27,0
1959,Santa Cruz,Pampeana,2023,4,21,0
1960,Santa Cruz,Pampeana,2023,5,43,0
1961,Santa Cruz,Pampeana,2023,6,3,0
1962,Santa Cruz,Pampeana,2023,7,9,0
1963,Santa Cruz,Pampeana,2023,8,4,0
1964,Santa Cruz,Pampeana,2023,9,5,0
1965,Santa Cruz,Pampeana,2023,10,13,0
1966,Santa Cruz,Pampeana,2023,11,8,0
1967,Santa Cruz,Pampeana,2023,12,33,0
1968,Santa Fe,,2023,1,1444,0
1969,Santa Fe,,2023,2,1173,0
1970,Santa Fe,,2023,3,876,0
1971,Santa Fe,,2023,4,768,0
1972,Santa Fe,,2023,5,850,0
1973,Santa Fe,,2023,6,813,0
1974,Santa Fe,,2023,7,1409,0
1975,Santa Fe,,2023,8,4465,0
1976,Santa Fe,,2023,9,1922,0
1977,Santa Fe,,2023,10,1833,0
1978,Santa Fe,,2023,11,723,0
1979,Santa Fe,,2023,12,342,0
1980,Santiago del Estero,,2023,1,438,0
1981,Santiago del Estero,,2023,2,168,0
1982,Santiago del Estero,,2023,3,273,0
1983,Santiago del Estero,,2023,4,107,0
1984,Santiago del Estero,,2023,5,213,0
1985,Santiago del Estero,,2023,6,269,0
1986,Santiago del Estero,,2023,7,1137,0
1987,Santiago del Estero,,2023,8,2756,0
1988,Santiago del Estero,,2023,9,1971,0
1989,Santiago del Estero,,2023,10,1693,0
1990,Santiago del Estero,,2023,11,477,0
1991,Santiago del Estero,,2023,12,209,0
1992,Tierra del Fuego,,2023,1,7,0
1993,Tierra del Fuego,,2023,2,5,0
1994,Tierra del Fuego,,2023,3,3,0
1995,Tierra del Fuego,,2023,4,7,0
1996,Tierra del Fuego,,2023,5,13,0
1997,Tierra del Fuego,,2023,6,5,0
1998,Tierra del Fuego,,2023,7,4,0
1999,Tierra del Fuego,,2023,8,4,0
2000,Tierra del Fuego,,2023,9,2,0
2001,Tierra del Fuego,,2023,10,1,0
2002,Tierra del Fuego,,2023,11,1,0
2003,Tierra del Fuego,,2023,12,4,0
2004,Tucumán,NOA,2023,1,63,0
2005,Tucumán,NOA,2023,2,28,0
2006,Tucumán,NOA,2023,3,30,0
2007,Tucumán,NOA,2023,4,10,0
2008,Tucumán,NOA,2023,5,33,0
2009,Tucumán,NOA,2023,6,150,0
2010,Tucumán,NOA,2023,7,248,0
2011,Tucumán,NOA,2023,8,803,0
2012,Tucumán,NOA,2023,9,468,0
2013,Tucumán,NOA,2023,10,618,0
2014,Tucumán,NOA,2023,11,191,0
2015,Tucumán,NOA,2023,12,8,0
2016,Buenos Aires,Pampeana,2024,1,573,0
2017,Buenos Aires,Pampeana,2024,2,594,0
2018,Buenos Aires,Pampeana,2024,3,371,0
2019,Buenos Aires,Pampeana,2024,4,270,0
2020,Buenos Aires,Pampeana,2024,5,227,0
2021,Buenos Aires,Pampeana,2024,6,222,0
2022,Buenos Aires,Pampeana,2024,7,615,0
2023,Buenos Aires,Pampeana,2024,8,611,0
2024,Buenos Aires,Pampeana,2024,9,758,0
2025,Buenos Aires,Pampeana,2024,10,672,0
2026,Buenos Aires,Pampeana,2024,11,374,0
2027,Buenos Aires,Pampeana,2024,12,564,0
2028,Catamarca,NOA,2024,1,30,0
2029,Catamarca,NOA,2024,2,12,0
2030,Catamarca,NOA,2024,3,12,0
2031,Catamarca,NOA,2024,4,58,0
2032,Catamarca,NOA,2024,5,18,0
2033,Catamarca,NOA,2024,6,22,0
2034,Catamarca,NOA,2024,7,85,0
2035,Catamarca,NOA,2024,8,119,0
2036,Catamarca,NOA,2024,9,263,0
2037,Catamarca,NOA,2024,10,71,0
2038,Catamarca,NOA,2024,11,44,0
2039,Catamarca,NOA,2024,12,36,0
2040,Chaco,Norte,2024,1,362,0
2041,Chaco,Norte,2024,2,547,0
2042,Chaco,Norte,2024,3,922,0
2043,Chaco,Norte,2024,4,131,0
2044,Chaco,Norte,2024,5,318,0
2045,Chaco,Norte,2024,6,917,0
2046,Chaco,Norte,2024,7,2029,0
2047,Chaco,Norte,2024,8,5038,0
2048,Chaco,Norte,2024,9,4451,0
2049,Chaco,Norte,2024,10,1783,0
2050,Chaco,Norte,2024,11,674,0
2051,Chaco,Norte,2024,12,374,0
2052,Chubut,Pampeana,2024,1,414,0
2053,Chubut,Pampeana,2024,2,399,0
2054,Chubut,Pampeana,2024,3,13,0
2055,Chubut,Pampeana,2024,4,11,0
2056,Chubut,Pampeana,2024,5,1,0
2057,Chubut,Pampeana,2024,6,1,0
2058,Chubut,Pampeana,2024,7,4,0
2059,Chubut,Pampeana,2024,8,7,0
2060,Chubut,Pampeana,2024,9,2,0
2061,Chubut,Pampeana,2024,10,25,0
2062,Chubut,Pampeana,2024,11,2,0
2063,Chubut,Pampeana,2024,12,2,0
2064,CABA,Pampeana,2024,1,0,0
2065,CABA,Pampeana,2024,2,0,0
2066,CABA,Pampeana,2024,3,0,0
2067,CABA,Pampeana,2024,4,0,0
2068,CABA,Pampeana,2024,5,0,0
2069,CABA,Pampeana,2024,6,0,0
2070,CABA,Pampeana,2024,7,0,0
2071,CABA,Pampeana,2024,8,0,0
2072,CABA,Pampeana,2024,9,0,0
2073,CABA,Pampeana,2024,10,0,0
2074,CABA,Pampeana,2024,11,0,0
2075,CABA,Pampeana,2024,12,0,0
2076,Corrientes,NEA,2024,1,139,0
2077,Corrientes,NEA,2024,2,344,0
2078,Corrientes,NEA,2024,3,596,0
2079,Corrientes,NEA,2024,4,269,0
2080,Corrientes,NEA,2024,5,303,0
2081,Corrientes,NEA,2024,6,1313,0
2082,Corrientes,NEA,2024,7,2754,0
2083,Corrientes,NEA,2024,8,3890,0
2084,Corrientes,NEA,2024,9,2740,0
2085,Corrientes,NEA,2024,10,992,0
2086,Corrientes,NEA,2024,11,414,0
2087,Corrientes,NEA,2024,12,339,0
2088,Córdoba,Centro,2024,1,84,0
2089,Córdoba,Centro,2024,2,66,0
2090,Córdoba,Centro,2024,3,39,0
2091,Córdoba,Centro,2024,4,57,0
2092,Córdoba,Centro,2024,5,32,0
2093,Córdoba,Centro,2024,6,48,0
2094,Córdoba,Centro,2024,7,397,0
2095,Córdoba,Centro,2024,8,375,0
2096,Córdoba,Centro,2024,9,4076,0
2097,Córdoba,Centro,2024,10,923,0
2098,Córdoba,Centro,2024,11,237,0
2099,Córdoba,Centro,2024,12,166,0
2100,Entre Ríos,NEA,2024,1,76,0
2101,Entre Ríos,NEA,2024,2,112,0
2102,Entre Ríos,NEA,2024,3,136,0
2103,Entre Ríos,NEA,2024,4,35,0
2104,Entre Ríos,NEA,2024,5,105,0
2105,Entre Ríos,NEA,2024,6,193,0
2106,Entre Ríos,NEA,2024,7,573,0
2107,Entre Ríos,NEA,2024,8,643,0
2108,Entre Ríos,NEA,2024,9,807,0
2109,Entre Ríos,NEA,2024,10,321,0
2110,Entre Ríos,NEA,2024,11,109,0
2111,Entre Ríos,NEA,2024,12,125,0
2112,Formosa,Norte,2024,1,1182,0
2113,Formosa,Norte,2024,2,1882,0
2114,Formosa,Norte,2024,3,5795,0
2115,Formosa,Norte,2024,4,299,0
2116,Formosa,Norte,2024,5,76,0
2117,Formosa,Norte,2024,6,862,0
2118,Formosa,Norte,2024,7,1153,0
2119,Formosa,Norte,2024,8,3217,0
2120,Formosa,Norte,2024,9,5211,0
2121,Formosa,Norte,2024,10,2418,0
2122,Formosa,Norte,2024,11,840,0
2123,Formosa,Norte,2024,12,168,0
2124,Jujuy,NOA,2024,1,10,0
2125,Jujuy,NOA,2024,2,30,0
2126,Jujuy,NOA,2024,3,8,0
2127,Jujuy,NOA,2024,4,5,0
2128,Jujuy,NOA,2024,5,4,0
2129,Jujuy,NOA,2024,6,42,0
2130,Jujuy,NOA,2024,7,153,0
2131,Jujuy,NOA,2024,8,249,0
2132,Jujuy,NOA,2024,9,161,0
2133,Jujuy,NOA,2024,10,168,0
2134,Jujuy,NOA,2024,11,124,0
2135,Jujuy,NOA,2024,12,45,0
2136,La Pampa,Pampeana,2024,1,131,0
2137,La Pampa,Pampeana,2024,2,538,0
2138,La Pampa,Pampeana,2024,3,76,0
2139,La Pampa,Pampeana,2024,4,45,0
2140,La Pampa,Pampeana,2024,5,11,0
2141,La Pampa,Pampeana,2024,6,15,0
2142,La Pampa,Pampeana,2024,7,131,0
2143,La Pampa,Pampeana,2024,8,427,0
2144,La Pampa,Pampeana,2024,9,521,0
2145,La Pampa,Pampeana,2024,10,88,0
2146,La Pampa,Pampeana,2024,11,30,0
2147,La Pampa,Pampeana,2024,12,140,0
2148,La Rioja,Centro,2024,1,39,0
2149,La Rioja,Centro,2024,2,25,0
2150,La Rioja,Centro,2024,3,19,0
2151,La Rioja,Centro,2024,4,21,0
2152,La Rioja,Centro,2024,5,34,0
2153,La Rioja,Centro,2024,6,43,0
2154,La Rioja,Centro,2024,7,71,0
2155,La Rioja,Centro,2024,8,1670,0
2156,La Rioja,Centro,2024,9,116,0
2157,La Rioja,Centro,2024,10,150,0
2158,La Rioja,Centro,2024,11,42,0
2159,La Rioja,Centro,2024,12,47,0
2160,Mendoza,Pampeana,2024,1,43,0
2161,Mendoza,Pampeana,2024,2,47,0
2162,Mendoza,Pampeana,2024,3,63,0
2163,Mendoza,Pampeana,2024,4,103,0
2164,Mendoza,Pampeana,2024,5,75,0
2165,Mendoza,Pampeana,2024,6,87,0
2166,Mendoza,Pampeana,2024,7,472,0
2167,Mendoza,Pampeana,2024,8,235,0
2168,Mendoza,Pampeana,2024,9,281,0
2169,Mendoza,Pampeana,2024,10,159,0
2170,Mendoza,Pampeana,2024,11,105,0
2171,Mendoza,Pampeana,2024,12,147,0
2172,Misiones,NEA,2024,1,134,0
2173,Misiones,NEA,2024,2,145,0
2174,Misiones,NEA,2024,3,255,0
2175,Misiones,NEA,2024,4,194,0
2176,Misiones,NEA,2024,5,31,0
2177,Misiones,NEA,2024,6,725,0
2178,Misiones,NEA,2024,7,667,0
2179,Misiones,NEA,2024,8,1441,0
2180,Misiones,NEA,2024,9,632,0
2181,Misiones,NEA,2024,10,249,0
2182,Misiones,NEA,2024,11,128,0
2183,Misiones,NEA,2024,12,151,0
2184,Neuquén,Pampeana,2024,1,590,0
2185,Neuquén,Pampeana,2024,2,528,0
2186,Neuquén,Pampeana,2024,3,720,0
2187,Neuquén,Pampeana,2024,4,379,0
2188,Neuquén,Pampeana,2024,5,348,0
2189,Neuquén,Pampeana,2024,6,241,0
2190,Neuquén,Pampeana,2024,7,607,0
2191,Neuquén,Pampeana,2024,8,442,0
2192,Neuquén,Pampeana,2024,9,464,0
2193,Neuquén,Pampeana,2024,10,660,0
2194,Neuquén,Pampeana,2024,11,406,0
2195,Neuquén,Pampeana,2024,12,689,0
2196,Río Negro,Pampeana,2024,1,98,0
2197,Río Negro,Pampeana,2024,2,114,0
2198,Río Negro,Pampeana,2024,3,108,0
2199,Río Negro,Pampeana,2024,4,35,0
2200,Río Negro,Pampeana,2024,5,52,0
2201,Río Negro,Pampeana,2024,6,31,0
2202,Río Negro,Pampeana,2024,7,209,0
2203,Río Negro,Pampeana,2024,8,213,0
2204,Río Negro,Pampeana,2024,9,269,0
2205,Río Negro,Pampeana,2024,10,119,0
2206,Río Negro,Pampeana,2024,11,80,0
2207,Río Negro,Pampeana,2024,12,318,0
2208,Salta,NOA,2024,1,202,0
2209,Salta,NOA,2024,2,182,0
2210,Salta,NOA,2024,3,139,0
2211,Salta,NOA,2024,4,36,0
2212,Salta,NOA,2024,5,31,0
2213,Salta,NOA,2024,6,118,0
2214,Salta,NOA,2024,7,600,0
2215,Salta,NOA,2024,8,1154,0
2216,Salta,NOA,2024,9,1372,0
2217,Salta,NOA,2024,10,1360,0
2218,Salta,NOA,2024,11,238,0
2219,Salta,NOA,2024,12,209,0
2220,San Juan,Centro,2024,1,156,0
2221,San Juan,Centro,2024,2,24,0
2222,San Juan,Centro,2024,3,44,0
2223,San Juan,Centro,2024,4,55,0
2224,San Juan,Centro,2024,5,31,0
2225,San Juan,Centro,2024,6,63,0
2226,San Juan,Centro,2024,7,83,0
2227,San Juan,Centro,2024,8,107,0
2228,San Juan,Centro,2024,9,296,0
2229,San Juan,Centro,2024,10,92,0
2230,San Juan,Centro,2024,11,72,0
2231,San Juan,Centro,2024,12,198,0
2232,San Luis,Centro,2024,1,72,0
2233,San Luis,Centro,2024,2,48,0
2234,San Luis,Centro,2024,3,52,0
2235,San Luis,Centro,2024,4,22,0
2236,San Luis,Centro,2024,5,24,0
2237,San Luis,Centro,2024,6,14,0
2238,San Luis,Centro,2024,7,240,0
2239,San Luis,Centro,2024,8,137,0
2240,San Luis,Centro,2024,9,2732,0
2241,San Luis,Centro,2024,10,367,0
2242,San Luis,Centro,2024,11,113,0
2243,San Luis,Centro,2024,12,134,0
2244,Santa Cruz,Pampeana,2024,1,157,0
2245,Santa Cruz,Pampeana,2024,2,95,0
2246,Santa Cruz,Pampeana,2024,3,18,0
2247,Santa Cruz,Pampeana,2024,4,23,0
2248,Santa Cruz,Pampeana,2024,5,6,0
2249,Santa Cruz,Pampeana,2024,6,2,0
2250,Santa Cruz,Pampeana,2024,7,6,0
2251,Santa Cruz,Pampeana,2024,8,5,0
2252,Santa Cruz,Pampeana,2024,9,3,0
2253,Santa Cruz,Pampeana,2024,10,10,0
2254,Santa Cruz,Pampeana,2024,11,10,0
2255,Santa Cruz,Pampeana,2024,12,16,0
2256,Santa Fe,,2024,1,381,0
2257,Santa Fe,,2024,2,456,0
2258,Santa Fe,,2024,3,372,0
2259,Santa Fe,,2024,4,198,0
2260,Santa Fe,,2024,5,299,0
2261,Santa Fe,,2024,6,716,0
2262,Santa Fe,,2024,7,2307,0
2263,Santa Fe,,2024,8,6149,0
2264,Santa Fe,,2024,9,6805,0
2265,Santa Fe,,2024,10,3912,0
2266,Santa Fe,,2024,11,1377,0
2267,Santa Fe,,2024,12,1211,0
2268,Santiago del Estero,,2024,1,380,0
2269,Santiago del Estero,,2024,2,381,0
2270,Santiago del Estero,,2024,3,261,0
2271,Santiago del Estero,,2024,4,96,0
2272,Santiago del Estero,,2024,5,183,0
2273,Santiago del Estero,,2024,6,323,0
2274,Santiago del Estero,,2024,7,917,0
2275,Santiago del Estero,,2024,8,3351,0
2276,Santiago del Estero,,2024,9,3075,0
2277,Santiago del Estero,,2024,10,1557,0
2278,Santiago del Estero,,2024,11,514,0
2279,Santiago del Estero,,2024,12,559,0
2280,Tierra del Fuego,,2024,1,4,0
2281,Tierra del Fuego,,2024,2,0,0
2282,Tierra del Fuego,,2024,3,3,0
2283,Tierra del Fuego,,2024,4,0,0
2284,Tierra del Fuego,,2024,5,1,0
2285,Tierra del Fuego,,2024,6,4,0
2286,Tierra del Fuego,,2024,7,7,0
2287,Tierra del Fuego,,2024,8,1,0
2288,Tierra del Fuego,,2024,9,0,0
2289,Tierra del Fuego,,2024,10,3,0
2290,Tierra del Fuego,,2024,11,0,0
2291,Tierra del Fuego,,2024,12,2,0
2292,Tucumán,NOA,2024,1,40,0
2293,Tucumán,NOA,2024,2,9,0
2294,Tucumán,NOA,2024,3,5,0
2295,Tucumán,NOA,2024,4,8,0
