,jurisdicción,región,año,mes,focosCalor,hectareas,incendiosReportados
988,La Pampa,Pampeana,2020,5,70,0,48
989,La Pampa,Pampeana,2020,6,41,0,48
990,La Pampa,Pampeana,2020,7,62,0,48
991,La Pampa,Pampeana,2020,8,719,0,48
992,La Pampa,Pampeana,2020,9,369,0,48
993,La Pampa,Pampeana,2020,10,78,0,48
994,La Pampa,Pampeana,2020,11,87,0,48
995,La Pampa,Pampeana,2020,12,699,0,48
996,La Rioja,Centro,2020,1,57,0,126
997,La Rioja,Centro,2020,2,34,0,126
998,La Rioja,Centro,2020,3,21,0,126
999,La Rioja,Centro,2020,4,18,0,126
1000,La Rioja,Centro,2020,5,19,0,126
1001,La Rioja,Centro,2020,6,55,0,126
1002,La Rioja,Centro,2020,7,121,0,126
1003,La Rioja,Centro,2020,8,359,0,126
1004,La Rioja,Centro,2020,9,160,0,126
1005,La Rioja,Centro,2020,10,263,0,126
1006,La Rioja,Centro,2020,11,177,0,126
1007,La Rioja,Centro,2020,12,56,0,126
1008,Mendoza,Pampeana,2020,1,195,0,89
1009,Mendoza,Pampeana,2020,2,202,0,89
1010,Mendoza,Pampeana,2020,3,113,0,89
1011,Mendoza,Pampeana,2020,4,76,0,89
1012,Mendoza,Pampeana,2020,5,161,0,89
1013,Mendoza,Pampeana,2020,6,141,0,89
1014,Mendoza,Pampeana,2020,7,123,0,89
1015,Mendoza,Pampeana,2020,8,555,0,89
1016,Mendoza,Pampeana,2020,9,594,0,89
1017,Mendoza,Pampeana,2020,10,351,0,89
1018,Mendoza,Pampeana,2020,11,150,0,89
1019,Mendoza,Pampeana,2020,12,304,0,89
1020,Misiones,NEA,2020,1,69,0,71
1021,Misiones,NEA,2020,2,177,0,71
1022,Misiones,NEA,2020,3,422,0,71
1023,Misiones,NEA,2020,4,590,0,71
1024,Misiones,NEA,2020,5,253,0,71
1025,Misiones,NEA,2020,6,477,0,71
1026,Misiones,NEA,2020,7,415,0,71
1027,Misiones,NEA,2020,8,2294,0,71
1028,Misiones,NEA,2020,9,976,0,71
1029,Misiones,NEA,2020,10,410,0,71
1030,Misiones,NEA,2020,11,1142,0,71
1031,Misiones,NEA,2020,12,229,0,71
1032,Neuquén,Pampeana,2020,1,862,0,61
1033,Neuquén,Pampeana,2020,2,704,0,61
1034,Neuquén,Pampeana,2020,3,757,0,61
1035,Neuquén,Pampeana,2020,4,918,0,61
1036,Neuquén,Pampeana,2020,5,248,0,61
1037,Neuquén,Pampeana,2020,6,232,0,61
1038,Neuquén,Pampeana,2020,7,116,0,61
1039,Neuquén,Pampeana,2020,8,511,0,61
1040,Neuquén,Pampeana,2020,9,259,0,61
1041,Neuquén,Pampeana,2020,10,614,0,61
1042,Neuquén,Pampeana,2020,11,441,0,61
1043,Neuquén,Pampeana,2020,12,692,0,61
1044,Río Negro,Pampeana,2020,1,979,0,79
1045,Río Negro,Pampeana,2020,2,625,0,79
1046,Río Negro,Pampeana,2020,3,360,0,79
1047,Río Negro,Pampeana,2020,4,246,0,79
1048,Río Negro,Pampeana,2020,5,162,0,79
1049,Río Negro,Pampeana,2020,6,108,0,79
1050,Río Negro,Pampeana,2020,7,48,0,79
1051,Río Negro,Pampeana,2020,8,320,0,79
1052,Río Negro,Pampeana,2020,9,345,0,79
1053,Río Negro,Pampeana,2020,10,214,0,79
1054,Río Negro,Pampeana,2020,11,91,0,79
1055,Río Negro,Pampeana,2020,12,395,0,79
1056,Salta,NOA,2020,1,376,0,100
1057,Salta,NOA,2020,2,225,0,100
1058,Salta,NOA,2020,3,81,0,100
1059,Salta,NOA,2020,4,79,0,100
1060,Salta,NOA,2020,5,105,0,100
1061,Salta,NOA,2020,6,306,0,100
1062,Salta,NOA,2020,7,984,0,100
1063,Salta,NOA,2020,8,2186,0,100
1064,Salta,NOA,2020,9,4045,0,100
1065,Salta,NOA,2020,10,5980,0,100
1066,Salta,NOA,2020,11,2525,0,100
1067,Salta,NOA,2020,12,649,0,100
1068,San Juan,Centro,2020,1,55,0,1
1069,San Juan,Centro,2020,2,37,0,1
1070,San Juan,Centro,2020,3,27,0,1
1071,San Juan,Centro,2020,4,51,0,1
1072,San Juan,Centro,2020,5,83,0,1
1073,San Juan,Centro,2020,6,66,0,1
1074,San Juan,Centro,2020,7,95,0,1
1075,San Juan,Centro,2020,8,418,0,1
1076,San Juan,Centro,2020,9,219,0,1
1077,San Juan,Centro,2020,10,176,0,1
1078,San Juan,Centro,2020,11,228,0,1
1079,San Juan,Centro,2020,12,117,0,1
1080,San Luis,Centro,2020,1,145,0,29
1081,San Luis,Centro,2020,2,69,0,29
1082,San Luis,Centro,2020,3,338,0,29
1083,San Luis,Centro,2020,4,7,0,29
1084,San Luis,Centro,2020,5,160,0,29
1085,San Luis,Centro,2020,6,37,0,29
1086,San Luis,Centro,2020,7,79,0,29
1087,San Luis,Centro,2020,8,481,0,29
1088,San Luis,Centro,2020,9,2178,0,29
1089,San Luis,Centro,2020,10,2168,0,29
1090,San Luis,Centro,2020,11,1585,0,29
1091,San Luis,Centro,2020,12,750,0,29
1092,Santa Cruz,Pampeana,2020,1,33,0,7
1093,Santa Cruz,Pampeana,2020,2,11,0,7
1094,Santa Cruz,Pampeana,2020,3,23,0,7
1095,Santa Cruz,Pampeana,2020,4,38,0,7
1096,Santa Cruz,Pampeana,2020,5,9,0,7
1097,Santa Cruz,Pampeana,2020,6,7,0,7
1098,Santa Cruz,Pampeana,2020,7,7,0,7
1099,Santa Cruz,Pampeana,2020,8,13,0,7
1100,Santa Cruz,Pampeana,2020,9,16,0,7
1101,Santa Cruz,Pampeana,2020,10,20,0,7
1102,Santa Cruz,Pampeana,2020,11,14,0,7
1103,Santa Cruz,Pampeana,2020,12,13,0,7
1104,Santa Fe,,2020,1,851,0,82
1105,Santa Fe,,2020,2,2580,0,82
1106,Santa Fe,,2020,3,4459,0,82
1107,Santa Fe,,2020,4,5348,0,82
1108,Santa Fe,,2020,5,6277,0,82
1109,Santa Fe,,2020,6,3928,0,82
1110,Santa Fe,,2020,7,10957,0,82
1111,Santa Fe,,2020,8,21846,0,82
1112,Santa Fe,,2020,9,13475,0,82
1113,Santa Fe,,2020,10,4937,0,82
1114,Santa Fe,,2020,11,2631,0,82
1115,Santa Fe,,2020,12,1448,0,82
1116,Santiago del Estero,,2020,1,486,0,38
1117,Santiago del Estero,,2020,2,443,0,38
1118,Santiago del Estero,,2020,3,938,0,38
1119,Santiago del Estero,,2020,4,825,0,38
1120,Santiago del Estero,,2020,5,1611,0,38
1121,Santiago del Estero,,2020,6,1542,0,38
1122,Santiago del Estero,,2020,7,3654,0,38
1123,Santiago del Estero,,2020,8,7360,0,38
1124,Santiago del Estero,,2020,9,7421,0,38
1125,Santiago del Estero,,2020,10,2711,0,38
1126,Santiago del Estero,,2020,11,1730,0,38
1127,Santiago del Estero,,2020,12,740,0,38
1128,Tierra del Fuego,,2020,1,1,0,2
1129,Tierra del Fuego,,2020,2,2,0,2
1130,Tierra del Fuego,,2020,3,4,0,2
1131,Tierra del Fuego,,2020,4,3,0,2
1132,Tierra del Fuego,,2020,5,0,0,2
1133,Tierra del Fuego,,2020,6,3,0,2
1134,Tierra del Fuego,,2020,7,2,0,2
1135,Tierra del Fuego,,2020,8,3,0,2
1136,Tierra del Fuego,,2020,9,0,0,2
1137,Tierra del Fuego,,2020,10,2,0,2
1138,Tierra del Fuego,,2020,11,5,0,2
1139,Tierra del Fuego,,2020,12,15,0,2
1140,Tucumán,NOA,2020,1,22,0,118
1141,Tucumán,NOA,2020,2,23,0,118
1142,Tucumán,NOA,2020,3,35,0,118
1143,Tucumán,NOA,2020,4,32,0,118
1144,Tucumán,NOA,2020,5,183,0,118
1145,Tucumán,NOA,2020,6,373,0,118
1146,Tucumán,NOA,2020,7,1538,0,118
1147,Tucumán,NOA,2020,8,2254,0,118
1148,Tucumán,NOA,2020,9,1729,0,118
1149,Tucumán,NOA,2020,10,688,0,118
1150,Tucumán,NOA,2020,11,277,0,118
1151,Tucumán,NOA,2020,12,136,0,118
1152,Buenos Aires,Pampeana,2021,1,1083,0,39
1153,Buenos Aires,Pampeana,2021,2,789,0,39
1154,Buenos Aires,Pampeana,2021,3,992,0,39
1155,Buenos Aires,Pampeana,2021,4,637,0,39
1156,Buenos Aires,Pampeana,2021,5,704,0,39
1157,Buenos Aires,Pampeana,2021,6,582,0,39
1158,Buenos Aires,Pampeana,2021,7,1207,0,39
1159,Buenos Aires,Pampeana,2021,8,2020,0,39
1160,Buenos Aires,Pampeana,2021,9,735,0,39
1161,Buenos Aires,Pampeana,2021,10,845,0,39
1162,Buenos Aires,Pampeana,2021,11,707,0,39
1163,Buenos Aires,Pampeana,2021,12,359,0,39
1164,Catamarca,NOA,2021,1,33,0,242
1165,Catamarca,NOA,2021,2,8,0,242
1166,Catamarca,NOA,2021,3,14,0,242
1167,Catamarca,NOA,2021,4,9,0,242
1168,Catamarca,NOA,2021,5,34,0,242
1169,Catamarca,NOA,2021,6,32,0,242
1170,Catamarca,NOA,2021,7,145,0,242
1171,Catamarca,NOA,2021,8,271,0,242
1172,Catamarca,NOA,2021,9,178,0,242
1173,Catamarca,NOA,2021,10,550,0,242
1174,Catamarca,NOA,2021,11,41,0,242
1175,Catamarca,NOA,2021,12,15,0,242
1176,Chaco,Norte,2021,1,427,0,122
1177,Chaco,Norte,2021,2,371,0,122
1178,Chaco,Norte,2021,3,484,0,122
1179,Chaco,Norte,2021,4,145,0,122
1180,Chaco,Norte,2021,5,244,0,122
1181,Chaco,Norte,2021,6,233,0,122
1182,Chaco,Norte,2021,7,1921,0,122
1183,Chaco,Norte,2021,8,4472,0,122
1184,Chaco,Norte,2021,9,2981,0,122
1185,Chaco,Norte,2021,10,1845,0,122
1186,Chaco,Norte,2021,11,275,0,122
1187,Chaco,Norte,2021,12,316,0,122
1188,Chubut,Pampeana,2021,1,31,0,40
1189,Chubut,Pampeana,2021,2,400,0,40
1190,Chubut,Pampeana,2021,3,324,0,40
1191,Chubut,Pampeana,2021,4,0,0,40
1192,Chubut,Pampeana,2021,5,13,0,40
1193,Chubut,Pampeana,2021,6,18,0,40
1194,Chubut,Pampeana,2021,7,9,0,40
1195,Chubut,Pampeana,2021,8,7,0,40
1196,Chubut,Pampeana,2021,9,19,0,40
1197,Chubut,Pampeana,2021,10,12,0,40
1198,Chubut,Pampeana,2021,11,17,0,40
1199,Chubut,Pampeana,2021,12,9,0,40
1200,CABA,Pampeana,2021,1,0,0,0
1201,CABA,Pampeana,2021,2,0,0,0
1202,CABA,Pampeana,2021,3,1,0,0
1203,CABA,Pampeana,2021,4,0,0,0
1204,CABA,Pampeana,2021,5,0,0,0
1205,CABA,Pampeana,2021,6,0,0,0
1206,CABA,Pampeana,2021,7,0,0,0
1207,CABA,Pampeana,2021,8,0,0,0
1208,CABA,Pampeana,2021,9,0,0,0
1209,CABA,Pampeana,2021,10,0,0,0
1210,CABA,Pampeana,2021,11,0,0,0
1211,CABA,Pampeana,2021,12,0,0,0
1212,Corrientes,NEA,2021,1,578,0,14
1213,Corrientes,NEA,2021,2,379,0,14
1214,Corrientes,NEA,2021,3,1127,0,14
1215,Corrientes,NEA,2021,4,990,0,14
1216,Corrientes,NEA,2021,5,1083,0,14
1217,Corrientes,NEA,2021,6,703,0,14
1218,Corrientes,NEA,2021,7,3326,0,14
1219,Corrientes,NEA,2021,8,4894,0,14
1220,Corrientes,NEA,2021,9,1874,0,14
1221,Corrientes,NEA,2021,10,1330,0,14
1222,Corrientes,NEA,2021,11,496,0,14
1223,Corrientes,NEA,2021,12,445,0,14
1224,Córdoba,Centro,2021,1,78,0,71
1225,Córdoba,Centro,2021,2,43,0,71
1226,Córdoba,Centro,2021,3,62,0,71
1227,Córdoba,Centro,2021,4,51,0,71
1228,Córdoba,Centro,2021,5,103,0,71
1229,Córdoba,Centro,2021,6,55,0,71
1230,Córdoba,Centro,2021,7,384,0,71
1231,Córdoba,Centro,2021,8,466,0,71
1232,Córdoba,Centro,2021,9,278,0,71
1233,Córdoba,Centro,2021,10,2033,0,71
1234,Córdoba,Centro,2021,11,117,0,71
1235,Córdoba,Centro,2021,12,65,0,71
1236,Entre Ríos,NEA,2021,1,1124,0,59
1237,Entre Ríos,NEA,2021,2,606,0,59
1238,Entre Ríos,NEA,2021,3,858,0,59
1239,Entre Ríos,NEA,2021,4,375,0,59
1240,Entre Ríos,NEA,2021,5,834,0,59
1241,Entre Ríos,NEA,2021,6,371,0,59
1242,Entre Ríos,NEA,2021,7,1481,0,59
1243,Entre Ríos,NEA,2021,8,3709,0,59
1244,Entre Ríos,NEA,2021,9,1167,0,59
1245,Entre Ríos,NEA,2021,10,1089,0,59
1246,Entre Ríos,NEA,2021,11,657,0,59
1247,Entre Ríos,NEA,2021,12,286,0,59
1248,Formosa,Norte,2021,1,110,0,34
1249,Formosa,Norte,2021,2,182,0,34
1250,Formosa,Norte,2021,3,465,0,34
1251,Formosa,Norte,2021,4,63,0,34
1252,Formosa,Norte,2021,5,150,0,34
1253,Formosa,Norte,2021,6,174,0,34
1254,Formosa,Norte,2021,7,3638,0,34
1255,Formosa,Norte,2021,8,7727,0,34
1256,Formosa,Norte,2021,9,3993,0,34
1257,Formosa,Norte,2021,10,1224,0,34
1258,Formosa,Norte,2021,11,434,0,34
1259,Formosa,Norte,2021,12,1373,0,34
1260,Jujuy,NOA,2021,1,38,0,342
1261,Jujuy,NOA,2021,2,39,0,342
1262,Jujuy,NOA,2021,3,3,0,342
1263,Jujuy,NOA,2021,4,2,0,342
1264,Jujuy,NOA,2021,5,16,0,342
1265,Jujuy,NOA,2021,6,48,0,342
1266,Jujuy,NOA,2021,7,125,0,342
1267,Jujuy,NOA,2021,8,164,0,342
1268,Jujuy,NOA,2021,9,105,0,342
1269,Jujuy,NOA,2021,10,866,0,342
1270,Jujuy,NOA,2021,11,145,0,342
1271,Jujuy,NOA,2021,12,195,0,342
1272,La Pampa,Pampeana,2021,1,250,0,19
1273,La Pampa,Pampeana,2021,2,263,0,19
1274,La Pampa,Pampeana,2021,3,335,0,19
1275,La Pampa,Pampeana,2021,4,51,0,19
1276,La Pampa,Pampeana,2021,5,23,0,19
1277,La Pampa,Pampeana,2021,6,19,0,19
1278,La Pampa,Pampeana,2021,7,110,0,19
1279,La Pampa,Pampeana,2021,8,386,0,19
1280,La Pampa,Pampeana,2021,9,186,0,19
1281,La Pampa,Pampeana,2021,10,65,0,19
1282,La Pampa,Pampeana,2021,11,69,0,19
1283,La Pampa,Pampeana,2021,12,9,0,19
1284,La Rioja,Centro,2021,1,6,0,179
1285,La Rioja,Centro,2021,2,7,0,179
1286,La Rioja,Centro,2021,3,10,0,179
1287,La Rioja,Centro,2021,4,17,0,179
1288,La Rioja,Centro,2021,5,25,0,179
1289,La Rioja,Centro,2021,6,47,0,179
1290,La Rioja,Centro,2021,7,163,0,179
1291,La Rioja,Centro,2021,8,118,0,179
1292,La Rioja,Centro,2021,9,172,0,179
1293,La Rioja,Centro,2021,10,1598,0,179
1294,La Rioja,Centro,2021,11,317,0,179
1295,La Rioja,Centro,2021,12,41,0,179
1296,Mendoza,Pampeana,2021,1,102,0,93
1297,Mendoza,Pampeana,2021,2,32,0,93
1298,Mendoza,Pampeana,2021,3,39,0,93
1299,Mendoza,Pampeana,2021,4,73,0,93
1300,Mendoza,Pampeana,2021,5,82,0,93
1301,Mendoza,Pampeana,2021,6,71,0,93
1302,Mendoza,Pampeana,2021,7,421,0,93
1303,Mendoza,Pampeana,2021,8,395,0,93
1304,Mendoza,Pampeana,2021,9,591,0,93
1305,Mendoza,Pampeana,2021,10,278,0,93
1306,Mendoza,Pampeana,2021,11,128,0,93
1307,Mendoza,Pampeana,2021,12,9,0,93
1308,Misiones,NEA,2021,1,83,0,45
1309,Misiones,NEA,2021,2,321,0,45
1310,Misiones,NEA,2021,3,321,0,45
1311,Misiones,NEA,2021,4,472,0,45
1312,Misiones,NEA,2021,5,431,0,45
1313,Misiones,NEA,2021,6,136,0,45
1314,Misiones,NEA,2021,7,1116,0,45
1315,Misiones,NEA,2021,8,1470,0,45
1316,Misiones,NEA,2021,9,741,0,45
1317,Misiones,NEA,2021,10,253,0,45
1318,Misiones,NEA,2021,11,226,0,45
1319,Misiones,NEA,2021,12,232,0,45
1320,Neuquén,Pampeana,2021,1,325,0,42
1321,Neuquén,Pampeana,2021,2,455,0,42
1322,Neuquén,Pampeana,2021,3,393,0,42
1323,Neuquén,Pampeana,2021,4,432,0,42
1324,Neuquén,Pampeana,2021,5,296,0,42
1325,Neuquén,Pampeana,2021,6,217,0,42
1326,Neuquén,Pampeana,2021,7,421,0,42
1327,Neuquén,Pampeana,2021,8,334,0,42
1328,Neuquén,Pampeana,2021,9,570,0,42
1329,Neuquén,Pampeana,2021,10,799,0,42
1330,Neuquén,Pampeana,2021,11,566,0,42
1331,Neuquén,Pampeana,2021,12,381,0,42
1332,Río Negro,Pampeana,2021,1,481,0,98
1333,Río Negro,Pampeana,2021,2,295,0,98
1334,Río Negro,Pampeana,2021,3,537,0,98
1335,Río Negro,Pampeana,2021,4,78,0,98
1336,Río Negro,Pampeana,2021,5,41,0,98
1337,Río Negro,Pampeana,2021,6,49,0,98
1338,Río Negro,Pampeana,2021,7,193,0,98
1339,Río Negro,Pampeana,2021,8,373,0,98
1340,Río Negro,Pampeana,2021,9,297,0,98
1341,Río Negro,Pampeana,2021,10,180,0,98
1342,Río Negro,Pampeana,2021,11,104,0,98
1343,Río Negro,Pampeana,2021,12,84,0,98
1344,Salta,NOA,2021,1,113,0,232
1345,Salta,NOA,2021,2,71,0,232
1346,Salta,NOA,2021,3,88,0,232
1347,Salta,NOA,2021,4,68,0,232
1348,Salta,NOA,2021,5,168,0,232
1349,Salta,NOA,2021,6,195,0,232
1350,Salta,NOA,2021,7,662,0,232
1351,Salta,NOA,2021,8,1526,0,232
1352,Salta,NOA,2021,9,1350,0,232
1353,Salta,NOA,2021,10,3357,0,232
1354,Salta,NOA,2021,11,694,0,232
1355,Salta,NOA,2021,12,205,0,232
1356,San Juan,Centro,2021,1,67,0,0
1357,San Juan,Centro,2021,2,26,0,0
1358,San Juan,Centro,2021,3,28,0,0
1359,San Juan,Centro,2021,4,24,0,0
1360,San Juan,Centro,2021,5,44,0,0
1361,San Juan,Centro,2021,6,50,0,0
1362,San Juan,Centro,2021,7,136,0,0
1363,San Juan,Centro,2021,8,410,0,0
1364,San Juan,Centro,2021,9,188,0,0
1365,San Juan,Centro,2021,10,123,0,0
1366,San Juan,Centro,2021,11,116,0,0
1367,San Juan,Centro,2021,12,26,0,0
1368,San Luis,Centro,2021,1,61,0,180
1369,San Luis,Centro,2021,2,64,0,180
1370,San Luis,Centro,2021,3,654,0,180
1371,San Luis,Centro,2021,4,19,0,180
1372,San Luis,Centro,2021,5,13,0,180
1373,San Luis,Centro,2021,6,27,0,180
1374,San Luis,Centro,2021,7,63,0,180
1375,San Luis,Centro,2021,8,288,0,180
1376,San Luis,Centro,2021,9,158,0,180
1377,San Luis,Centro,2021,10,955,0,180
1378,San Luis,Centro,2021,11,138,0,180
1379,San Luis,Centro,2021,12,15,0,180
1380,Santa Cruz,Pampeana,2021,1,101,0,9
1381,Santa Cruz,Pampeana,2021,2,43,0,9
1382,Santa Cruz,Pampeana,2021,3,39,0,9
1383,Santa Cruz,Pampeana,2021,4,12,0,9
1384,Santa Cruz,Pampeana,2021,5,13,0,9
1385,Santa Cruz,Pampeana,2021,6,24,0,9
1386,Santa Cruz,Pampeana,2021,7,23,0,9
1387,Santa Cruz,Pampeana,2021,8,18,0,9
1388,Santa Cruz,Pampeana,2021,9,23,0,9
1389,Santa Cruz,Pampeana,2021,10,18,0,9
1390,Santa Cruz,Pampeana,2021,11,8,0,9
1391,Santa Cruz,Pampeana,2021,12,4,0,9
1392,Santa Fe,,2021,1,1272,0,50
1393,Santa Fe,,2021,2,861,0,50
1394,Santa Fe,,2021,3,867,0,50
1395,Santa Fe,,2021,4,653,0,50
1396,Santa Fe,,2021,5,1035,0,50
1397,Santa Fe,,2021,6,708,0,50
1398,Santa Fe,,2021,7,5197,0,50
1399,Santa Fe,,2021,8,8255,0,50
1400,Santa Fe,,2021,9,4532,0,50
1401,Santa Fe,,2021,10,3124,0,50
1402,Santa Fe,,2021,11,982,0,50
1403,Santa Fe,,2021,12,885,0,50
1404,Santiago del Estero,,2021,1,331,0,6
1405,Santiago del Estero,,2021,2,162,0,6
1406,Santiago del Estero,,2021,3,281,0,6
1407,Santiago del Estero,,2021,4,273,0,6
1408,Santiago del Estero,,2021,5,565,0,6
1409,Santiago del Estero,,2021,6,592,0,6
1410,Santiago del Estero,,2021,7,2802,0,6
1411,Santiago del Estero,,2021,8,4430,0,6
1412,Santiago del Estero,,2021,9,3234,0,6
1413,Santiago del Estero,,2021,10,3556,0,6
1414,Santiago del Estero,,2021,11,406,0,6
1415,Santiago del Estero,,2021,12,189,0,6
1416,Tierra del Fuego,,2021,1,2,0,10
1417,Tierra del Fuego,,2021,2,3,0,10
1418,Tierra del Fuego,,2021,3,2,0,10
1419,Tierra del Fuego,,2021,4,0,0,10
1420,Tierra del Fuego,,2021,5,2,0,10
1421,Tierra del Fuego,,2021,6,5,0,10
1422,Tierra del Fuego,,2021,7,3,0,10
1423,Tierra del Fuego,,2021,8,1,0,10
1424,Tierra del Fuego,,2021,9,2,0,10
1425,Tierra del Fuego,,2021,10,9,0,10
1426,Tierra del Fuego,,2021,11,1,0,10
1427,Tierra del Fuego,,2021,12,1,0,10
1428,Tucumán,NOA,2021,1,14,0,413
1429,Tucumán,NOA,2021,2,10,0,413
1430,Tucumán,NOA,2021,3,5,0,413
1431,Tucumán,NOA,2021,4,10,0,413
1432,Tucumán,NOA,2021,5,66,0,413
1433,Tucumán,NOA,2021,6,182,0,413
1434,Tucumán,NOA,2021,7,1047,0,413
1435,Tucumán,NOA,2021,8,1602,0,413
1436,Tucumán,NOA,2021,9,1015,0,413
1437,Tucumán,NOA,2021,10,729,0,413
1438,Tucumán,NOA,2021,11,84,0,413
1439,Tucumán,NOA,2021,12,22,0,413
1440,Buenos Aires,Pampeana,2022,1,1955,0,60
1441,Buenos Aires,Pampeana,2022,2,874,0,60
1442,Buenos Aires,Pampeana,2022,3,544,0,60
1443,Buenos Aires,Pampeana,2022,4,634,0,60
1444,Buenos Aires,Pampeana,2022,5,502,0,60
1445,Buenos Aires,Pampeana,2022,6,833,0,60
1446,Buenos Aires,Pampeana,2022,7,754,0,60
1447,Buenos Aires,Pampeana,2022,8,1761,0,60
1448,Buenos Aires,Pampeana,2022,9,1329,0,60
1449,Buenos Aires,Pampeana,2022,10,1230,0,60
1450,Buenos Aires,Pampeana,2022,11,1192,0,60
1451,Buenos Aires,Pampeana,2022,12,1300,0,60
1452,Catamarca,NOA,2022,1,160,0,188
1453,Catamarca,NOA,2022,2,20,0,188
1454,Catamarca,NOA,2022,3,31,0,188
1455,Catamarca,NOA,2022,4,33,0,188
1456,Catamarca,NOA,2022,5,23,0,188
1457,Catamarca,NOA,2022,6,59,0,188
1458,Catamarca,NOA,2022,7,437,0,188
1459,Catamarca,NOA,2022,8,254,0,188
1460,Catamarca,NOA,2022,9,227,0,188
1461,Catamarca,NOA,2022,10,139,0,188
1462,Catamarca,NOA,2022,11,309,0,188
1463,Catamarca,NOA,2022,12,42,0,188
1464,Chaco,Norte,2022,1,2937,0,110
1465,Chaco,Norte,2022,2,1917,0,110
1466,Chaco,Norte,2022,3,341,0,110
1467,Chaco,Norte,2022,4,153,0,110
1468,Chaco,Norte,2022,5,272,0,110
1469,Chaco,Norte,2022,6,296,0,110
1470,Chaco,Norte,2022,7,743,0,110
1471,Chaco,Norte,2022,8,3600,0,110
1472,Chaco,Norte,2022,9,3905,0,110
1473,Chaco,Norte,2022,10,2485,0,110
1474,Chaco,Norte,2022,11,1722,0,110
1475,Chaco,Norte,2022,12,1194,0,110
1476,Chubut,Pampeana,2022,1,821,0,39
1477,Chubut,Pampeana,2022,2,14,0,39
1478,Chubut,Pampeana,2022,3,6,0,39
1479,Chubut,Pampeana,2022,4,7,0,39
1480,Chubut,Pampeana,2022,5,4,0,39
1481,Chubut,Pampeana,2022,6,9,0,39
1482,Chubut,Pampeana,2022,7,6,0,39
1483,Chubut,Pampeana,2022,8,10,0,39
1484,Chubut,Pampeana,2022,9,17,0,39
1485,Chubut,Pampeana,2022,10,18,0,39
1486,Chubut,Pampeana,2022,11,9,0,39
1487,Chubut,Pampeana,2022,12,7,0,39
1488,CABA,Pampeana,2022,1,0,0,0
1489,CABA,Pampeana,2022,2,0,0,0
1490,CABA,Pampeana,2022,3,0,0,0
1491,CABA,Pampeana,2022,4,0,0,0
1492,CABA,Pampeana,2022,5,0,0,0
1493,CABA,Pampeana,2022,6,0,0,0
1494,CABA,Pampeana,2022,7,0,0,0
1495,CABA,Pampeana,2022,8,0,0,0
1496,CABA,Pampeana,2022,9,0,0,0
1497,CABA,Pampeana,2022,10,0,0,0
1498,CABA,Pampeana,2022,11,0,0,0
1499,CABA,Pampeana,2022,12,1,0,0
1500,Corrientes,NEA,2022,1,14067,0,106
1501,Corrientes,NEA,2022,2,23866,0,106
1502,Corrientes,NEA,2022,3,1328,0,106
1503,Corrientes,NEA,2022,4,323,0,106
1504,Corrientes,NEA,2022,5,529,0,106
1505,Corrientes,NEA,2022,6,410,0,106
1506,Corrientes,NEA,2022,7,440,0,106
1507,Corrientes,NEA,2022,8,1055,0,106
1508,Corrientes,NEA,2022,9,1140,0,106
1509,Corrientes,NEA,2022,10,406,0,106
1510,Corrientes,NEA,2022,11,558,0,106
1511,Corrientes,NEA,2022,12,1735,0,106
1512,Córdoba,Centro,2022,1,209,0,144
1513,Córdoba,Centro,2022,2,106,0,144
1514,Córdoba,Centro,2022,3,85,0,144
1515,Córdoba,Centro,2022,4,162,0,144
1516,Córdoba,Centro,2022,5,110,0,144
1517,Córdoba,Centro,2022,6,227,0,144
1518,Córdoba,Centro,2022,7,301,0,144
1519,Córdoba,Centro,2022,8,508,0,144
1520,Córdoba,Centro,2022,9,1900,0,144
1521,Córdoba,Centro,2022,10,784,0,144
1522,Córdoba,Centro,2022,11,1052,0,144
1523,Córdoba,Centro,2022,12,206,0,144
1524,Entre Ríos,NEA,2022,1,1841,0,143
1525,Entre Ríos,NEA,2022,2,738,0,143
1526,Entre Ríos,NEA,2022,3,148,0,143
1527,Entre Ríos,NEA,2022,4,260,0,143
1528,Entre Ríos,NEA,2022,5,372,0,143
1529,Entre Ríos,NEA,2022,6,906,0,143
1530,Entre Ríos,NEA,2022,7,1563,0,143
1531,Entre Ríos,NEA,2022,8,7524,0,143
1532,Entre Ríos,NEA,2022,9,3753,0,143
1533,Entre Ríos,NEA,2022,10,1914,0,143
1534,Entre Ríos,NEA,2022,11,947,0,143
1535,Entre Ríos,NEA,2022,12,1790,0,143
1536,Formosa,Norte,2022,1,20941,0,18
1537,Formosa,Norte,2022,2,4184,0,18
1538,Formosa,Norte,2022,3,1440,0,18
1539,Formosa,Norte,2022,4,219,0,18
1540,Formosa,Norte,2022,5,92,0,18
1541,Formosa,Norte,2022,6,159,0,18
1542,Formosa,Norte,2022,7,777,0,18
1543,Formosa,Norte,2022,8,4042,0,18
1544,Formosa,Norte,2022,9,4886,0,18
1545,Formosa,Norte,2022,10,1753,0,18
1546,Formosa,Norte,2022,11,1266,0,18
1547,Formosa,Norte,2022,12,1318,0,18
1548,Jujuy,NOA,2022,1,40,0,378
1549,Jujuy,NOA,2022,2,14,0,378
1550,Jujuy,NOA,2022,3,27,0,378
1551,Jujuy,NOA,2022,4,5,0,378
1552,Jujuy,NOA,2022,5,37,0,378
1553,Jujuy,NOA,2022,6,125,0,378
1554,Jujuy,NOA,2022,7,127,0,378
